msno,cutoff_time,label,days_to_churn,churn_date
+8BSu/tg0Y7DIY+q1S1mgHnFSQkRvb+/QVdwE7KMFU0=,2016-11-01,0.0,,
+8BSu/tg0Y7DIY+q1S1mgHnFSQkRvb+/QVdwE7KMFU0=,2016-12-01,0.0,,
+8BSu/tg0Y7DIY+q1S1mgHnFSQkRvb+/QVdwE7KMFU0=,2017-01-01,0.0,,
+8BSu/tg0Y7DIY+q1S1mgHnFSQkRvb+/QVdwE7KMFU0=,2017-02-01,0.0,,
+8BSu/tg0Y7DIY+q1S1mgHnFSQkRvb+/QVdwE7KMFU0=,2017-03-01,,,
+8BSu/tg0Y7DIY+q1S1mgHnFSQkRvb+/QVdwE7KMFU0=,2017-04-01,,,
+95t/v4J6t8a3D3ZhpsUDCL7reDGJKsDPPkRPVlGOZ4=,2016-04-01,0.0,,
+95t/v4J6t8a3D3ZhpsUDCL7reDGJKsDPPkRPVlGOZ4=,2016-05-01,,,
+95t/v4J6t8a3D3ZhpsUDCL7reDGJKsDPPkRPVlGOZ4=,2016-06-01,,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2015-03-01,0.0,92.0,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2015-04-01,,61.0,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2015-05-01,1.0,31.0,2015-06-01
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2015-06-01,0.0,0.0,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2015-07-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2015-08-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2015-09-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2015-10-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2015-11-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2015-12-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2016-01-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2016-02-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2016-03-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2016-04-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2016-05-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2016-06-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2016-07-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2016-08-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2016-09-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2016-10-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2016-11-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2016-12-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2017-01-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2017-02-01,0.0,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2017-03-01,,,
+9Q0UzM+XCIzH1BNZPFbFzvwt6QdIYd/DLn6nMt0TIU=,2017-04-01,,,
+9lySVLtBzlN0fp0o/f1hYHq2BwT2r3qxJSgXZB8TGk=,2015-07-01,0.0,,
+9lySVLtBzlN0fp0o/f1hYHq2BwT2r3qxJSgXZB8TGk=,2015-08-01,0.0,,
+9lySVLtBzlN0fp0o/f1hYHq2BwT2r3qxJSgXZB8TGk=,2015-09-01,0.0,,
+9lySVLtBzlN0fp0o/f1hYHq2BwT2r3qxJSgXZB8TGk=,2015-10-01,0.0,,
+9lySVLtBzlN0fp0o/f1hYHq2BwT2r3qxJSgXZB8TGk=,2015-11-01,0.0,,
+9lySVLtBzlN0fp0o/f1hYHq2BwT2r3qxJSgXZB8TGk=,2015-12-01,0.0,,
+9lySVLtBzlN0fp0o/f1hYHq2BwT2r3qxJSgXZB8TGk=,2016-01-01,0.0,,
+9lySVLtBzlN0fp0o/f1hYHq2BwT2r3qxJSgXZB8TGk=,2016-02-01,0.0,,
+9lySVLtBzlN0fp0o/f1hYHq2BwT2r3qxJSgXZB8TGk=,2016-03-01,0.0,,
+9lySVLtBzlN0fp0o/f1hYHq2BwT2r3qxJSgXZB8TGk=,2016-04-01,,,
+9lySVLtBzlN0fp0o/f1hYHq2BwT2r3qxJSgXZB8TGk=,2016-05-01,,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2015-01-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2015-02-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2015-03-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2015-04-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2015-05-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2015-06-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2015-07-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2015-08-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2015-09-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2015-10-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2015-11-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2015-12-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2016-01-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2016-02-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2016-03-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2016-04-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2016-05-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2016-06-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2016-07-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2016-08-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2016-09-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2016-10-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2016-11-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2016-12-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2017-01-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2017-02-01,0.0,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2017-03-01,,,
+9v4Rbyc+58MyKbt1wrCskWClJadOJh7CapZa9CYXUM=,2017-04-01,,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2016-02-01,0.0,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2016-03-01,0.0,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2016-04-01,0.0,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2016-05-01,0.0,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2016-06-01,0.0,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2016-07-01,0.0,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2016-08-01,0.0,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2016-09-01,0.0,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2016-10-01,0.0,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2016-11-01,0.0,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2016-12-01,0.0,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2017-01-01,0.0,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2017-02-01,0.0,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2017-03-01,,,
+An2hvs4bIKH5dH2XVfzyinA7v//uRVkrIBZcaVgOMI=,2017-04-01,,,
+CF2wq70HPGC7rvv0dvIiTlEZt6SqBPRpSM817C0at4=,2017-02-01,0.0,,
+CF2wq70HPGC7rvv0dvIiTlEZt6SqBPRpSM817C0at4=,2017-03-01,,,
+CF2wq70HPGC7rvv0dvIiTlEZt6SqBPRpSM817C0at4=,2017-04-01,,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2015-01-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2015-02-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2015-03-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2015-04-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2015-05-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2015-06-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2015-07-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2015-08-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2015-09-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2015-10-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2015-11-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2015-12-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2016-01-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2016-02-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2016-03-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2016-04-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2016-05-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2016-06-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2016-07-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2016-08-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2016-09-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2016-10-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2016-11-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2016-12-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2017-01-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2017-02-01,0.0,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2017-03-01,,,
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,2017-04-01,,,
+Ibga0iEq1tgWuj6iwH76VJ7VY/PPhc7dywIMtfyyVU=,2017-02-01,0.0,,
+Ibga0iEq1tgWuj6iwH76VJ7VY/PPhc7dywIMtfyyVU=,2017-03-01,,,
+Ibga0iEq1tgWuj6iwH76VJ7VY/PPhc7dywIMtfyyVU=,2017-04-01,,,
+LemMeaL9/vg/T684Omjyk31IWvxxaTYnxiBYQ62sXU=,2016-08-01,0.0,,
+LemMeaL9/vg/T684Omjyk31IWvxxaTYnxiBYQ62sXU=,2016-09-01,0.0,,
+LemMeaL9/vg/T684Omjyk31IWvxxaTYnxiBYQ62sXU=,2016-10-01,0.0,,
+LemMeaL9/vg/T684Omjyk31IWvxxaTYnxiBYQ62sXU=,2016-11-01,0.0,,
+LemMeaL9/vg/T684Omjyk31IWvxxaTYnxiBYQ62sXU=,2016-12-01,0.0,,
+LemMeaL9/vg/T684Omjyk31IWvxxaTYnxiBYQ62sXU=,2017-01-01,0.0,,
+LemMeaL9/vg/T684Omjyk31IWvxxaTYnxiBYQ62sXU=,2017-02-01,0.0,,
+LemMeaL9/vg/T684Omjyk31IWvxxaTYnxiBYQ62sXU=,2017-03-01,,,
+LemMeaL9/vg/T684Omjyk31IWvxxaTYnxiBYQ62sXU=,2017-04-01,,,
+MfW6kj22JiDPaDcUtcfOEgelXWJGad64VBC4WawyYY=,2016-04-01,0.0,,
+MfW6kj22JiDPaDcUtcfOEgelXWJGad64VBC4WawyYY=,2016-05-01,0.0,,
+MfW6kj22JiDPaDcUtcfOEgelXWJGad64VBC4WawyYY=,2016-06-01,0.0,,
+MfW6kj22JiDPaDcUtcfOEgelXWJGad64VBC4WawyYY=,2016-07-01,0.0,,
+MfW6kj22JiDPaDcUtcfOEgelXWJGad64VBC4WawyYY=,2016-08-01,0.0,,
+MfW6kj22JiDPaDcUtcfOEgelXWJGad64VBC4WawyYY=,2016-09-01,0.0,,
+MfW6kj22JiDPaDcUtcfOEgelXWJGad64VBC4WawyYY=,2016-10-01,0.0,,
+MfW6kj22JiDPaDcUtcfOEgelXWJGad64VBC4WawyYY=,2016-11-01,0.0,,
+MfW6kj22JiDPaDcUtcfOEgelXWJGad64VBC4WawyYY=,2016-12-01,0.0,,
+MfW6kj22JiDPaDcUtcfOEgelXWJGad64VBC4WawyYY=,2017-01-01,0.0,,
+MfW6kj22JiDPaDcUtcfOEgelXWJGad64VBC4WawyYY=,2017-02-01,0.0,,
+MfW6kj22JiDPaDcUtcfOEgelXWJGad64VBC4WawyYY=,2017-03-01,,,
+MfW6kj22JiDPaDcUtcfOEgelXWJGad64VBC4WawyYY=,2017-04-01,,,
+OVpOeOPT6qFJyKZgQ6uoKye5HulH8SFMhzVyuPKLDo=,2016-10-01,,,
+OVpOeOPT6qFJyKZgQ6uoKye5HulH8SFMhzVyuPKLDo=,2016-11-01,,,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2015-12-01,0.0,122.0,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2016-01-01,0.0,91.0,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2016-02-01,,60.0,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2016-03-01,1.0,31.0,2016-04-01
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2016-04-01,0.0,0.0,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2016-05-01,0.0,,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2016-06-01,0.0,,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2016-07-01,0.0,,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2016-08-01,0.0,,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2016-09-01,0.0,,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2016-10-01,0.0,,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2016-11-01,0.0,,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2016-12-01,0.0,,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2017-01-01,0.0,,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2017-02-01,0.0,,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2017-03-01,,,
+RnfF5PnsHCYiqD6E3qftkFlzrdgmt/sP/5ovqOROhk=,2017-04-01,,,
+S27Q+ONotvGkx47/BZwWQ6eI8cqCULjRY4eQAiOhcw=,2016-01-01,0.0,,
+S27Q+ONotvGkx47/BZwWQ6eI8cqCULjRY4eQAiOhcw=,2016-02-01,,,
+S27Q+ONotvGkx47/BZwWQ6eI8cqCULjRY4eQAiOhcw=,2016-03-01,,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2015-01-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2015-02-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2015-03-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2015-04-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2015-05-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2015-06-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2015-07-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2015-08-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2015-09-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2015-10-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2015-11-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2015-12-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2016-01-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2016-02-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2016-03-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2016-04-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2016-05-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2016-06-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2016-07-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2016-08-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2016-09-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2016-10-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2016-11-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2016-12-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2017-01-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2017-02-01,0.0,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2017-03-01,,,
+V3HOZsK34UPrNOYg6IhG8sP1dY6w5LG8J98eodnBBk=,2017-04-01,,,
